name,price_level,rating,user_rating_count,business_status,phone,website,google_maps_url,address,latitude,longitude,primary_type,types,opening_hours,source_label,source_query,source_type,source_area,id
OS Cafe,PRICE_LEVEL_MODERATE,4.1,166,OPERATIONAL,012 88882643,,https://maps.google.com/?cid=5822162997832923585&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"6 October - Waslet Dahshur Rd, First Al Sheikh Zayed، Second Al Sheikh Zayed, Giza Governorate 12588, Egypt",30.014173300000003,30.977344300000002,coffee_shop,coffee_shop; cafe; food_store; store; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,strict cafe,كافيهات الشيخ زايد,cafe,6 October core,ChIJqTGcDwBXWBQRwTlBPmZ6zFA
Beano's Café,PRICE_LEVEL_MODERATE,4,615,OPERATIONAL,,,https://maps.google.com/?cid=7231860915569869256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"MALL OF EGYPT, El Wahat Rd, First 6th of October, Giza Governorate 3294001, Egypt",29.9719217,31.0177415,cafe,cafe; food; point_of_interest; establishment,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,Mall of Egypt / October,ChIJEan6hOZQWBQRyMGSyS-7XGQ
CULT,PRICE_LEVEL_MODERATE,4,210,OPERATIONAL,,,https://maps.google.com/?cid=13125930601322163790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Block, 12 محور 26 يوليو، أول الشيخ زايد، محافظة الجيزة 12588, Egypt",30.026066,31.015271900000002,cafe,cafe; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,strict cafe,"coffee shop in Sheikh Zayed City, Giza, Egypt",cafe,Capital Business Park / Zayed,ChIJ0cJlNBxbWBQRTq48dlasKLY
Pottery Cafe,PRICE_LEVEL_MODERATE,4,184,OPERATIONAL,010 12228805,,https://maps.google.com/?cid=4928258499523866495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3WFW+CH2 Sodic The HUB, Beverly Hills, Second Al Sheikh Zayed, Giza Governorate 3240061, Egypt",30.073513,30.9464035,cafe,cafe; food; point_of_interest; establishment,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,strict cafe,"coffee shop in Sheikh Zayed City, Giza, Egypt",cafe,6 October core,ChIJqcOW6wNZWBQRf29rif6wZEQ
Starbucks,PRICE_LEVEL_MODERATE,4,166,OPERATIONAL,,,https://maps.google.com/?cid=3267415797792842620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3WFW+FR5, Second Al Sheikh Zayed, Giza Governorate 3240061, Egypt",30.073637400000003,30.9471067,coffee_shop,coffee_shop; cafe; food_store; food; store; point_of_interest; establishment,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,strict cafe,"coffee shop in Sheikh Zayed City, Giza, Egypt",cafe,6 October core,ChIJQz2yWqlZWBQRfCPxSFsxWC0
Downtown cafe,PRICE_LEVEL_MODERATE,4,76,OPERATIONAL,011 26004444,https://m.facebook.com/pg/DownTownCafeZayed/,https://maps.google.com/?cid=2936718506953958962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Downtown Cafe -Downtown Mall, أول الشيخ زايد، محافظة الجيزة 3244401, Egypt",30.0300256,31.000965099999995,coffee_shop,coffee_shop; cafe; food_store; store; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,strict cafe,"cafe in Sheikh Zayed City, Giza, Egypt",cafe,6 October core,ChIJK2xh7ypbWBQRMmZONOxRwSg
Uno Cafe,PRICE_LEVEL_MODERATE,3.9,552,OPERATIONAL,011 16676171,http://www.facebook.com/unocafe6october,https://maps.google.com/?cid=13656270274305204393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"شارع السوريين، First 6th of October, Giza Governorate 3232030, Egypt",29.9746001,30.9447272,cafe,cafe; point_of_interest; food; establishment,,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,6 October core,ChIJm6Ta0vlWWBQRqSCw4HXRhL0
Family Cafe,PRICE_LEVEL_MODERATE,3.9,247,OPERATIONAL,011 53963501,,https://maps.google.com/?cid=7985972177254444223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مدارس جيل 2000، First 6th of October, Giza Governorate 3232252, Egypt",29.955809499999994,30.9393395,coffee_shop,coffee_shop; cafe; food_store; store; point_of_interest; food; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: 4:20 PM – 12:00 AM | Sunday: Open 24 hours,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,6 October core,ChIJl5eoLvRWWBQRv2xnO2Lf024
Paul Bakery Mini Branch - Mall Of Arabia,PRICE_LEVEL_MODERATE,3.9,62,OPERATIONAL,,,https://maps.google.com/?cid=147349522617608208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Mall Of Arabia Gate, 13 New extension, First 6th of October, Giza Governorate 3236220, Egypt",30.009642199999995,30.977625800000002,coffee_shop,coffee_shop; cafe; food_store; food; store; point_of_interest; establishment,,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,Sheikh Zayed west,ChIJ9wCZq5NXWBQREChyMZx9CwI
La Poire Bistro,PRICE_LEVEL_MODERATE,3.7,443,OPERATIONAL,010 09550100,,https://maps.google.com/?cid=16007444526858539976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"El Wahat Road, Unit No. GA059, MALL OF EGYPT, G059A, قسم أول 6 أكتوبر، محافظة الجيزة 12573, Egypt",29.972213300000003,31.016440099999997,cafe,cafe; bakery; food_store; store; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,Mall of Egypt / October,ChIJowuHpOZQWBQRyJMscfzdJd4
Coffee Berry,PRICE_LEVEL_MODERATE,3.6,190,OPERATIONAL,,https://www.facebook.com/profile.php?id=100077360333922,https://maps.google.com/?cid=4360138557644746082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"22C3+2W8 Arkan Plaza, First Al Sheikh Zayed, Cairo Governorate 3242304, Egypt",30.0200292,31.0048292,coffee_shop,coffee_shop; cafe; food_store; store; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,strict cafe,"coffee shop in Sheikh Zayed City, Giza, Egypt",cafe,Capital Business Park / Zayed,ChIJ0zrnkBFbWBQRYi3my-pSgjw
La Poire Café,PRICE_LEVEL_MODERATE,3.6,132,OPERATIONAL,011 14863038,,https://maps.google.com/?cid=3867920677197675165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"XWXX+JVV Shooting Club, First 6th of October, Giza Governorate 3231572, Egypt",29.999063000000003,30.949687999999995,cafe,cafe; bakery; food_store; store; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,strict cafe,"cafe in 6th of October City, Giza, Egypt",cafe,Arkan / Americana Plaza,ChIJWxDNZERXWBQRnXrB31ydrTU
كوفتا KUFTA,PRICE_LEVEL_MODERATE,4.9,4921,OPERATIONAL,,https://www.facebook.com/profile.php?id=100095137514140&mibextid=ZbWKwL,https://maps.google.com/?cid=14711564861748468882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Inside West Yard shopping center, Waslet Dahshur Rd, Al Giza Desert, Giza Governorate 3231801 Governorate, قسم أول 6 أكتوبر، محافظة الجيزة 3236172, Egypt",30.0144862,30.9759552,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJi4KDCwAXWBQRktyi6kv6Kcw
139 Pyramids Lounge,PRICE_LEVEL_MODERATE,4.8,2684,OPERATIONAL,010 93092222,https://pyramidsspiritualgate.com/139pyramidslounge/,https://maps.google.com/?cid=1004956189763234960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"105 Nazlet Al Seman, Nazlet El-Semman, Al Haram, Giza Governorate 00202, Egypt",29.9769672,31.144093100000003,restaurant,restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJ1dJt_-ZFWBQRkOyqgVRS8g0
Norma,PRICE_LEVEL_MODERATE,4.8,2500,OPERATIONAL,010 20604700,https://normaegypt.com/,https://maps.google.com/?cid=2725126617051007985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Park St. west, First Al Sheikh Zayed, Giza Governorate 19519, Egypt",30.0254767,31.0113846,italian_restaurant,italian_restaurant; brunch_restaurant; performing_arts_theater; event_venue; restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 1:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJCVXN_x1bWBQR8YtJSTiY0SU
Maharaja Indian Restaurant El Sheikh Zayed - مهراجا مطعم هندي الشيخ زايد,PRICE_LEVEL_MODERATE,4.7,1181,OPERATIONAL,012 82899929,http://www.maharaja-eg.com/,https://maps.google.com/?cid=14046519635483669143&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Americana Plaza, First Al Sheikh Zayed, Giza Governorate 3245504, Egypt",30.027540799999997,31.013562,indian_restaurant,indian_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJwz4ay7JbWBQRl7KN0y9D78I
Charl Restaurant,PRICE_LEVEL_MODERATE,4.7,815,OPERATIONAL,012 22223788,https://qrcodeeg.com/charl-restaurant/,https://maps.google.com/?cid=9063850636752785499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"360،, كومباوند الهضبة داخل مول, Palm Hills, قسم أول 6 أكتوبر، محافظة الجيزة 3292411, Egypt",30.009976100000003,31.0194482,restaurant,restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 2:00 AM | Tuesday: 9:00 AM – 2:00 AM | Wednesday: 9:00 AM – 2:00 AM | Thursday: 9:00 AM – 3:00 AM | Friday: 9:00 AM – 3:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJGdlQHZZRWBQRWxDZvCFEyX0
Akemi Egypt Restaurant,PRICE_LEVEL_MODERATE,4.7,559,OPERATIONAL,010 66650616,https://menu.royalgreatpyramidinn.com/,https://maps.google.com/?cid=1109637435998558002&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Royal Great Pyramid INN، 41a Cairo - Alexandria Desert Rd, Kafr Nassar, Al Haram, Giza Governorate 3515020, Egypt",29.9963313,31.121332400000004,restaurant,restaurant; food; point_of_interest; establishment,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJ39Nr6E1FWBQRMlcrcl45Zg8
Primo's pizza,PRICE_LEVEL_MODERATE,4.6,2493,OPERATIONAL,,https://m.facebook.com/primospizzame/,https://maps.google.com/?cid=3390212291717619576&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"2XJX+5PR, First Al Sheikh Zayed, Giza Governorate 3244410, Egypt",30.030496999999997,30.9992639,pizza_restaurant,pizza_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJMUzLBTpbWBQReN_9AB50DC8
Street 88,PRICE_LEVEL_MODERATE,4.6,182,OPERATIONAL,02 35351200,,https://maps.google.com/?cid=15597266479163589701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Palm Hills October،, قسم أول 6 أكتوبر اول 6 أكتوبر, قسم أول 6 أكتوبر، قسم أول 6, محافظة الجيزة 3292704, Egypt",30.013948499999998,31.025387499999997,restaurant,restaurant; food; point_of_interest; establishment,,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJHxBJVPFbWBQRRUSnlTmfdNg
Syriana palace الشيخ زايد,PRICE_LEVEL_MODERATE,4.5,1172,OPERATIONAL,011 55576010,https://syriana-egy.com/,https://maps.google.com/?cid=1403518947351610747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"First Al Sheikh Zayed, Giza Governorate 12596, Egypt",30.0309352,30.998985,restaurant,restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 3:00 AM | Tuesday: 10:00 AM – 3:00 AM | Wednesday: 10:00 AM – 3:00 AM | Thursday: 10:00 AM – 3:00 AM | Friday: 10:00 AM – 3:00 AM | Saturday: 10:00 AM – 3:00 AM | Sunday: 10:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJIRgh7ulbWBQRe0Vs5AtNehM
Cinnabon,PRICE_LEVEL_MODERATE,4.5,865,OPERATIONAL,012 72777709,http://cinnabon-egypt.com/,https://maps.google.com/?cid=17283339975596841994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Alshekh Zayed City, 6th of October, Administrative Building ,Ground Level، AL Guezira Plaza, Unit No. G103 El-Bostan, First Al Sheikh Zayed, Giza Governorate 3242304, Egypt",30.020154,31.002527100000002,bakery,bakery; dessert_restaurant; food_store; store; restaurant; food; point_of_interest; establishment,Monday: 9:00 AM – 1:00 AM | Tuesday: 9:00 AM – 1:00 AM | Wednesday: 9:00 AM – 1:00 AM | Thursday: 9:00 AM – 1:00 AM | Friday: 9:00 AM – 1:00 AM | Saturday: 9:00 AM – 1:00 AM | Sunday: 9:00 AM – 1:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJN6VTNg5aWBQRChzCASPC2u8
SINGARI Abo Ghaly,PRICE_LEVEL_MODERATE,4.5,277,OPERATIONAL,011 00333777,,https://maps.google.com/?cid=17707984609419232303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مجمع ماجدة، First 6th of October, Giza Governorate 12566, Egypt",29.975133299999996,30.943559999999994,seafood_restaurant,seafood_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:15 – 10:30 PM | Tuesday: 12:15 – 11:30 PM | Wednesday: 12:15 – 11:30 PM | Thursday: 12:15 – 11:30 PM | Friday: 12:15 – 11:30 PM | Saturday: 12:15 – 11:30 PM | Sunday: 12:15 – 11:30 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJj7U5PPhWWBQRL4SEbC5mv_U
Ovio,PRICE_LEVEL_MODERATE,4.4,2041,OPERATIONAL,010 13333890,http://www.ovio.eu/,https://maps.google.com/?cid=17974119618186442335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Galleria 40، Al Giza, Giza Governorate 3242302, Egypt",30.01626,31.001244799999995,restaurant,restaurant; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJQ7GT0ghaWBQRX_Zh0I_mcPk
Crave,PRICE_LEVEL_MODERATE,4.4,1218,OPERATIONAL,010 95152536,https://craveegypt.com/,https://maps.google.com/?cid=13728362527331601283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"أركان بلازا مول، El-Bostan, قسم، First Al Sheikh Zayed, Giza Governorate 3242304, Egypt",30.0202958,31.003848400000003,restaurant,restaurant; food; point_of_interest; establishment,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJ_VnMFg5aWBQRg0tijfvwhL4
mista resturent mall of arabia,PRICE_LEVEL_MODERATE,4.4,817,OPERATIONAL,012 03877775,http://www.mista-eg.com/,https://maps.google.com/?cid=1458491278692596855&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Mall of Arabia, First 6th of October, Giza Governorate 3236220, Egypt",30.0086411,30.976249199999998,restaurant,restaurant; food; point_of_interest; establishment,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Sheikh Zayed west,ChIJMf6VWq9XWBQRdzx6LheaPRQ
مطعم ومسمط الخال,PRICE_LEVEL_MODERATE,4.4,664,OPERATIONAL,010 19085907,,https://maps.google.com/?cid=11570486078958190049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مجاورة رابعه، شارع اسواق الطيب، First 6th of October, Giza Governorate 3232510, Egypt",29.9636027,30.9407602,restaurant,restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 3:00 AM | Tuesday: 11:00 AM – 3:00 AM | Wednesday: 11:00 AM – 3:00 AM | Thursday: 11:00 AM – 3:00 AM | Friday: 11:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 11:00 AM – 3:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,6 October core,ChIJ7TrE611XWBQR4b3nJsmfkqA
La Casetta,PRICE_LEVEL_MODERATE,4.4,207,OPERATIONAL,011 26665600,https://www.facebook.com/lacasettaegypt/,https://maps.google.com/?cid=6094872333359755048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"المحور المركزى،، First Al Sheikh Zayed, Giza Governorate 3244030, Egypt",30.030439299999994,30.995927799999997,italian_restaurant,italian_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJ29f94LFbWBQRKK9DXRhWlVQ
El Prince Restaurant,PRICE_LEVEL_MODERATE,4.3,16972,OPERATIONAL,02 38506139,https://www.facebook.com/KebdetElprince/,https://maps.google.com/?cid=633725447150583802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"بجوار الجامع الابيض، First Al Sheikh Zayed, Giza Governorate 3245411, Egypt",30.037763299999998,31.0086479,restaurant,restaurant; food; point_of_interest; establishment,Monday: 2:00 PM – 5:00 AM | Tuesday: 2:00 PM – 5:00 AM | Wednesday: 2:00 PM – 5:00 AM | Thursday: 2:00 PM – 5:00 AM | Friday: 2:00 PM – 5:00 AM | Saturday: 2:00 PM – 5:00 AM | Sunday: 2:00 PM – 5:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJnw8iybhAWBQR-j-Jwu9xywg
Willy's,PRICE_LEVEL_MODERATE,4.3,2297,OPERATIONAL,0219256,https://willys-kitchen.com/,https://maps.google.com/?cid=12803850565329856274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Kargo Mall, Al Shabab Rd, First Al Sheikh Zayed, Giza Governorate 12593, Egypt",30.0311596,30.9959519,hamburger_restaurant,hamburger_restaurant; fast_food_restaurant; sandwich_shop; american_restaurant; restaurant; food; point_of_interest; establishment,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJaTasUN1bWBQREqerX0BqsLE
Arigato Sushi & Grill,PRICE_LEVEL_MODERATE,4.3,954,OPERATIONAL,0216264,https://www.arigatosushigrill.com/en,https://maps.google.com/?cid=6808427216358365937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مول ليجندا، El-Zohour, First Al Sheikh Zayed, Giza Governorate 3244501, Egypt",30.028208399999993,31.000682099999995,japanese_restaurant,japanese_restaurant; restaurant; food; point_of_interest; establishment,Monday: 12:00 – 11:30 PM | Tuesday: 12:00 – 11:30 PM | Wednesday: 12:00 – 11:30 PM | Thursday: 12:00 PM – 12:30 AM | Friday: 12:00 PM – 12:30 AM | Saturday: 12:00 – 11:30 PM | Sunday: 12:00 – 11:30 PM,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJ3dCWPxdaWBQR8VokDntkfF4
The Balcon restaurant and cafe,PRICE_LEVEL_MODERATE,4.3,890,OPERATIONAL,012 26490879,,https://maps.google.com/?cid=12529536295096176627&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"مول المعز بلازا خلف الجامعه الكنديه امام كمبوند, Second Al Sheikh Zayed, Giza Governorate 3243533, Egypt",30.044178799999997,30.987367000000003,japanese_izakaya_restaurant,japanese_izakaya_restaurant; japanese_restaurant; restaurant; food; point_of_interest; establishment,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,restaurant,"restaurant in 6th of October City, Giza, Egypt",restaurant,Capital Business Park / Zayed,ChIJoSkSFBFZWBQR80-SReDa4a0
